"","Step","Run","p","Duration"
"633","Redundancy filtering",5,1600,18.9200000000001
"634","Genetic regularization",5,1600,89.8099999999995
"635","Residual regularization",5,1600,92.5300000000007
"636","Factor model",5,1600,3.79999999999927
"637","Factor scores",5,1600,4.99000000000069
"638","Subset selection",5,1600,0.00999999999930878
"639","gfBLUP genomic prediction",5,1600,0.25
"640","Other",5,1600,0.0400000000008731
"641","Redundancy filtering",1,1700,22.1599999999999
"642","Genetic regularization",1,1700,104.6
"643","Residual regularization",1,1700,110.02
"644","Factor model",1,1700,4.35999999999967
"645","Factor scores",1,1700,6.08000000000084
"646","Subset selection",1,1700,0.0299999999997453
"647","gfBLUP genomic prediction",1,1700,0.1899999999996
"648","Other",1,1700,0.0299999999997453
"649","Redundancy filtering",2,1700,22.1000000000004
"650","Genetic regularization",2,1700,106.63
"651","Residual regularization",2,1700,110.03
"652","Factor model",2,1700,4.36999999999989
"653","Factor scores",2,1700,6.06999999999971
"654","Subset selection",2,1700,0.0300000000006548
"655","gfBLUP genomic prediction",2,1700,0.1899999999996
"656","Other",2,1700,0.0199999999995271
"657","Redundancy filtering",3,1700,22.0300000000007
"658","Genetic regularization",3,1700,105.169999999999
"659","Residual regularization",3,1700,112.52
"660","Factor model",3,1700,4.39000000000033
"661","Factor scores",3,1700,6.10999999999967
"662","Subset selection",3,1700,0.0299999999997453
"663","gfBLUP genomic prediction",3,1700,0.199999999999818
"664","Other",3,1700,0.0299999999997453
"665","Redundancy filtering",4,1700,22.4099999999999
"666","Genetic regularization",4,1700,106.98
"667","Residual regularization",4,1700,111
"668","Factor model",4,1700,4.5
"669","Factor scores",4,1700,6.07999999999993
"670","Subset selection",4,1700,0.0200000000004366
"671","gfBLUP genomic prediction",4,1700,0.180000000000291
"672","Other",4,1700,0.0300000000006548
"673","Redundancy filtering",5,1700,22.1700000000001
"674","Genetic regularization",5,1700,106.02
"675","Residual regularization",5,1700,111.11
"676","Factor model",5,1700,4.39000000000033
"677","Factor scores",5,1700,6.11999999999989
"678","Subset selection",5,1700,0.0299999999997453
"679","gfBLUP genomic prediction",5,1700,0.210000000000036
"680","Other",5,1700,0.0299999999997453
"681","Redundancy filtering",1,1800,25.7800000000007
"682","Genetic regularization",1,1800,125.629999999999
"683","Residual regularization",1,1800,128.889999999999
"684","Factor model",1,1800,5.09000000000015
"685","Factor scores",1,1800,7.05000000000109
"686","Subset selection",1,1800,0.00999999999839929
"687","gfBLUP genomic prediction",1,1800,0.180000000000291
"688","Other",1,1800,0.0300000000006548
"689","Redundancy filtering",2,1800,25.4400000000005
"690","Genetic regularization",2,1800,122.549999999999
"691","Residual regularization",2,1800,131.030000000001
"692","Factor model",2,1800,5.36999999999898
"693","Factor scores",2,1800,7.32999999999993
"694","Subset selection",2,1800,0.0200000000004366
"695","gfBLUP genomic prediction",2,1800,0.170000000000073
"696","Other",2,1800,0.0300000000006548
"697","Redundancy filtering",3,1800,25.6500000000015
"698","Genetic regularization",3,1800,123.59
"699","Residual regularization",3,1800,129.4
"700","Factor model",3,1800,5.48999999999978
"701","Factor scores",3,1800,7.53000000000065
"702","Subset selection",3,1800,0.0300000000006548
"703","gfBLUP genomic prediction",3,1800,0.18999999999869
"704","Other",3,1800,0.0799999999981083
"705","Redundancy filtering",4,1800,26.0200000000004
"706","Genetic regularization",4,1800,126
"707","Residual regularization",4,1800,134.84
"708","Factor model",4,1800,5.15999999999985
"709","Factor scores",4,1800,7.36000000000058
"710","Subset selection",4,1800,0.0300000000006548
"711","gfBLUP genomic prediction",4,1800,0.179999999998472
"712","Other",4,1800,0.0299999999988358
"713","Redundancy filtering",5,1800,25.9699999999993
"714","Genetic regularization",5,1800,123.08
"715","Residual regularization",5,1800,130.470000000001
"716","Factor model",5,1800,5.17999999999847
"717","Factor scores",5,1800,7
"718","Subset selection",5,1800,0.0400000000008731
"719","gfBLUP genomic prediction",5,1800,0.200000000000728
"720","Other",5,1800,0.0300000000006548
"721","Redundancy filtering",1,1900,30.0900000000001
"722","Genetic regularization",1,1900,146.24
"723","Residual regularization",1,1900,152.73
"724","Factor model",1,1900,5.94000000000051
"725","Factor scores",1,1900,8.94999999999891
"726","Subset selection",1,1900,0.0400000000008731
"727","gfBLUP genomic prediction",1,1900,0.180000000000291
"728","Other",1,1900,0.0500000000010914
"729","Redundancy filtering",2,1900,30.1000000000004
"730","Genetic regularization",2,1900,150.940000000001
"731","Residual regularization",2,1900,152.279999999999
"732","Factor model",2,1900,5.88999999999942
"733","Factor scores",2,1900,9.21000000000095
"734","Subset selection",2,1900,0.0300000000006548
"735","gfBLUP genomic prediction",2,1900,0.18999999999869
"736","Other",2,1900,0.0400000000008731
"737","Redundancy filtering",3,1900,30.0700000000015
"738","Genetic regularization",3,1900,146.699999999999
"739","Residual regularization",3,1900,152.220000000001
"740","Factor model",3,1900,6.11999999999898
"741","Factor scores",3,1900,9.03000000000065
"742","Subset selection",3,1900,0.0399999999990541
"743","gfBLUP genomic prediction",3,1900,0.180000000000291
"744","Other",3,1900,0.0399999999990541
"745","Redundancy filtering",4,1900,30.0300000000007
"746","Genetic regularization",4,1900,148.219999999999
"747","Residual regularization",4,1900,157.200000000001
"748","Factor model",4,1900,6.35000000000036
"749","Factor scores",4,1900,9.67000000000007
"750","Subset selection",4,1900,0.0299999999988358
"751","gfBLUP genomic prediction",4,1900,0.190000000000509
"752","Other",4,1900,0.0499999999992724
"753","Redundancy filtering",5,1900,32.4699999999993
"754","Genetic regularization",5,1900,148.17
"755","Residual regularization",5,1900,155.16
"756","Factor model",5,1900,6.06000000000131
"757","Factor scores",5,1900,9.10999999999876
"758","Subset selection",5,1900,0.0300000000006548
"759","gfBLUP genomic prediction",5,1900,0.209999999999127
"760","Other",5,1900,0.0100000000002183
"761","Redundancy filtering",1,2000,35.0799999999999
"762","Genetic regularization",1,2000,169.98
"763","Residual regularization",1,2000,180.75
"764","Factor model",1,2000,7.09000000000015
"765","Factor scores",1,2000,12.5
"766","Subset selection",1,2000,0.0300000000006548
"767","gfBLUP genomic prediction",1,2000,0.159999999999854
"768","Other",1,2000,0.0300000000006548
"769","Redundancy filtering",2,2000,35.2199999999993
"770","Genetic regularization",2,2000,169.08
"771","Residual regularization",2,2000,176.27
"772","Factor model",2,2000,7
"773","Factor scores",2,2000,10.7899999999991
"774","Subset selection",2,2000,0.0400000000008731
"775","gfBLUP genomic prediction",2,2000,0.170000000000073
"776","Other",2,2000,0.0300000000006548
"777","Redundancy filtering",3,2000,35.2800000000007
"778","Genetic regularization",3,2000,169.41
"779","Residual regularization",3,2000,177.389999999999
"780","Factor model",3,2000,7.59000000000015
"781","Factor scores",3,2000,11.9899999999998
"782","Subset selection",3,2000,0.0300000000006548
"783","gfBLUP genomic prediction",3,2000,0.170000000000073
"784","Other",3,2000,0.0100000000002183
"785","Redundancy filtering",4,2000,35.0900000000001
"786","Genetic regularization",4,2000,174.84
"787","Residual regularization",4,2000,182
"788","Factor model",4,2000,6.90999999999985
"789","Factor scores",4,2000,11.2900000000009
"790","Subset selection",4,2000,0.0399999999990541
"791","gfBLUP genomic prediction",4,2000,0.170000000000073
"792","Other",4,2000,0.0499999999992724
"793","Redundancy filtering",5,2000,34.7900000000009
"794","Genetic regularization",5,2000,169.27
"795","Residual regularization",5,2000,183.049999999999
"796","Factor model",5,2000,6.97999999999956
"797","Factor scores",5,2000,11.8000000000011
"798","Subset selection",5,2000,0.0100000000002183
"799","gfBLUP genomic prediction",5,2000,0.209999999999127
"800","Other",5,2000,0.0399999999990541
"801","Redundancy filtering",1,2100,42.869999999999
"802","Genetic regularization",1,2100,194.640000000001
"803","Residual regularization",1,2100,204.75
"804","Factor model",1,2100,8.13999999999942
"805","Factor scores",1,2100,15.6900000000005
"806","Subset selection",1,2100,0.0299999999988358
"807","gfBLUP genomic prediction",1,2100,0.190000000000509
"808","Other",1,2100,0.0500000000010914
"809","Redundancy filtering",2,2100,40.3600000000006
"810","Genetic regularization",2,2100,195.799999999999
"811","Residual regularization",2,2100,210.82
"812","Factor model",2,2100,8.2400000000016
"813","Factor scores",2,2100,14.119999999999
"814","Subset selection",2,2100,0.0200000000004366
"815","gfBLUP genomic prediction",2,2100,0.190000000000509
"816","Other",2,2100,0.0499999999992724
"817","Redundancy filtering",3,2100,40.4400000000005
"818","Genetic regularization",3,2100,193.950000000001
"819","Residual regularization",3,2100,205.639999999999
"820","Factor model",3,2100,8.07999999999993
"821","Factor scores",3,2100,14.7800000000007
"822","Subset selection",3,2100,0.0299999999988358
"823","gfBLUP genomic prediction",3,2100,0.210000000000946
"824","Other",3,2100,0.0499999999992724
"825","Redundancy filtering",4,2100,40.4799999999996
"826","Genetic regularization",4,2100,194.749999999998
"827","Residual regularization",4,2100,205.380000000001
"828","Factor model",4,2100,8.29999999999927
"829","Factor scores",4,2100,13.4700000000012
"830","Subset selection",4,2100,0.0299999999988358
"831","gfBLUP genomic prediction",4,2100,0.200000000000728
"832","Other",4,2100,0.0300000000006548
"833","Redundancy filtering",5,2100,41.2000000000007
"834","Genetic regularization",5,2100,193.5
"835","Residual regularization",5,2100,205.41
"836","Factor model",5,2100,8.40000000000146
"837","Factor scores",5,2100,14.989999999998
"838","Subset selection",5,2100,0.0299999999988358
"839","gfBLUP genomic prediction",5,2100,0.180000000000291
"840","Other",5,2100,0.069999999999709
"841","Redundancy filtering",1,2200,46.2599999999984
"842","Genetic regularization",1,2200,222.470000000001
"843","Residual regularization",1,2200,235.169999999998
"844","Factor model",1,2200,9.39000000000306
"845","Factor scores",1,2200,18.9799999999996
"846","Subset selection",1,2200,0.0299999999988358
"847","gfBLUP genomic prediction",1,2200,0.209999999999127
"848","Other",1,2200,0.069999999999709
"849","Redundancy filtering",2,2200,46.2199999999975
"850","Genetic regularization",2,2200,224.23
"851","Residual regularization",2,2200,234.290000000001
"852","Factor model",2,2200,9.45000000000073
"853","Factor scores",2,2200,17.9199999999983
"854","Subset selection",2,2200,0.0300000000024738
"855","gfBLUP genomic prediction",2,2200,0.219999999997526
"856","Other",2,2200,0.0300000000024738
"857","Redundancy filtering",3,2200,45.9699999999975
"858","Genetic regularization",3,2200,221.450000000001
"859","Residual regularization",3,2200,235.52
"860","Factor model",3,2200,9.36999999999898
"861","Factor scores",3,2200,20.0800000000017
"862","Subset selection",3,2200,0.0399999999972351
"863","gfBLUP genomic prediction",3,2200,0.30000000000291
"864","Other",3,2200,0.0500000000029104
"865","Redundancy filtering",4,2200,46.0299999999988
"866","Genetic regularization",4,2200,226.220000000001
"867","Residual regularization",4,2200,237
"868","Factor model",4,2200,9.34999999999854
"869","Factor scores",4,2200,18.6100000000006
"870","Subset selection",4,2200,0.0100000000020373
"871","gfBLUP genomic prediction",4,2200,0.209999999999127
"872","Other",4,2200,0.0299999999988358
"873","Redundancy filtering",5,2200,45.7299999999996
"874","Genetic regularization",5,2200,224.73
"875","Residual regularization",5,2200,235.720000000001
"876","Factor model",5,2200,9.27000000000044
"877","Factor scores",5,2200,21.6100000000006
"878","Subset selection",5,2200,0.00999999999839929
"879","gfBLUP genomic prediction",5,2200,0.220000000001164
"880","Other",5,2200,0.0400000000008731
"881","Redundancy filtering",1,2300,61.4399999999987
"882","Genetic regularization",1,2300,286.119999999999
"883","Residual regularization",1,2300,300.420000000002
"884","Factor model",1,2300,11.7700000000004
"885","Factor scores",1,2300,24.8099999999977
"886","Subset selection",1,2300,0.0300000000024738
"887","gfBLUP genomic prediction",1,2300,0.18999999999869
"888","Other",1,2300,0.0300000000024738
"889","Redundancy filtering",2,2300,56.3199999999997
"890","Genetic regularization",2,2300,267.790000000001
"891","Residual regularization",2,2300,256.57
"892","Factor model",2,2300,10.6899999999987
"893","Factor scores",2,2300,24.9900000000016
"894","Subset selection",2,2300,0.0299999999988358
"895","gfBLUP genomic prediction",2,2300,0.200000000000728
"896","Other",2,2300,0.0400000000008731
"897","Redundancy filtering",3,2300,51.0600000000013
"898","Genetic regularization",3,2300,246.869999999999
"899","Residual regularization",3,2300,261.360000000001
"900","Factor model",3,2300,10.3899999999994
"901","Factor scores",3,2300,24.8300000000017
"902","Subset selection",3,2300,0.0199999999967986
"903","gfBLUP genomic prediction",3,2300,0.170000000001892
"904","Other",3,2300,0.0400000000008731
"905","Redundancy filtering",4,2300,50.4199999999983
"906","Genetic regularization",4,2300,248.030000000002
"907","Residual regularization",4,2300,264.689999999999
"908","Factor model",4,2300,10.3600000000006
"909","Factor scores",4,2300,23.8899999999994
"910","Subset selection",4,2300,0.0299999999988358
"911","gfBLUP genomic prediction",4,2300,0.180000000000291
"912","Other",4,2300,0.0400000000008731
"913","Redundancy filtering",5,2300,50.7799999999988
"914","Genetic regularization",5,2300,248.610000000001
"915","Residual regularization",5,2300,262.75
"916","Factor model",5,2300,10.510000000002
"917","Factor scores",5,2300,24.489999999998
"918","Subset selection",5,2300,0.0100000000020373
"919","gfBLUP genomic prediction",5,2300,0.19999999999709
"920","Other",5,2300,0.0400000000008731
"921","Redundancy filtering",1,2400,56.8600000000006
"922","Genetic regularization",1,2400,281.559999999998
"923","Residual regularization",1,2400,297.830000000002
"924","Factor model",1,2400,11.5099999999984
"925","Factor scores",1,2400,30.6100000000006
"926","Subset selection",1,2400,0.0400000000008731
"927","gfBLUP genomic prediction",1,2400,0.200000000000728
"928","Other",1,2400,0.0299999999988358
"929","Redundancy filtering",2,2400,56.8899999999994
"930","Genetic regularization",2,2400,277.75
"931","Residual regularization",2,2400,295.720000000001
"932","Factor model",2,2400,11.5900000000001
"933","Factor scores",2,2400,29.75
"934","Subset selection",2,2400,0.0299999999988358
"935","gfBLUP genomic prediction",2,2400,0.190000000002328
"936","Other",2,2400,0.0299999999988358
"937","Redundancy filtering",3,2400,56.4300000000003
"938","Genetic regularization",3,2400,278.790000000001
"939","Residual regularization",3,2400,295.970000000001
"940","Factor model",3,2400,11.6399999999994
"941","Factor scores",3,2400,28.8499999999985
"942","Subset selection",3,2400,0.0299999999988358
"943","gfBLUP genomic prediction",3,2400,0.180000000000291
"944","Other",3,2400,0.0400000000008731
"945","Redundancy filtering",4,2400,56.4599999999991
"946","Genetic regularization",4,2400,281.41
"947","Residual regularization",4,2400,294.16
"948","Factor model",4,2400,11.760000000002
"949","Factor scores",4,2400,29.8899999999994
"950","Subset selection",4,2400,0.0299999999988358
"951","gfBLUP genomic prediction",4,2400,0.190000000002328
"952","Other",4,2400,0.0400000000008731
"953","Redundancy filtering",5,2400,56.6800000000003
"954","Genetic regularization",5,2400,280.040000000001
"955","Residual regularization",5,2400,298.82
"956","Factor model",5,2400,11.8199999999997
"957","Factor scores",5,2400,31.7799999999988
"958","Subset selection",5,2400,0.0300000000024738
"959","gfBLUP genomic prediction",5,2400,0.200000000000728
"960","Other",5,2400,0.0299999999988358
"961","Redundancy filtering",1,2500,64.3899999999994
"962","Genetic regularization",1,2500,316.389999999999
"963","Residual regularization",1,2500,336.920000000002
"964","Factor model",1,2500,13.2199999999975
"965","Factor scores",1,2500,40.3600000000006
"966","Subset selection",1,2500,0.0200000000004366
"967","gfBLUP genomic prediction",1,2500,0.209999999999127
"968","Other",1,2500,0.0300000000024738
"969","Redundancy filtering",2,2500,64.3100000000013
"970","Genetic regularization",2,2500,316.09
"971","Residual regularization",2,2500,333.279999999999
"972","Factor model",2,2500,13.1100000000006
"973","Factor scores",2,2500,37.0299999999988
"974","Subset selection",2,2500,0.0400000000008731
"975","gfBLUP genomic prediction",2,2500,0.180000000000291
"976","Other",2,2500,0.0400000000008731
"977","Redundancy filtering",3,2500,64.4799999999996
"978","Genetic regularization",3,2500,316.470000000001
"979","Residual regularization",3,2500,335.91
"980","Factor model",3,2500,13.1899999999987
"981","Factor scores",3,2500,37.7000000000007
"982","Subset selection",3,2500,0.0200000000004366
"983","gfBLUP genomic prediction",3,2500,0.200000000000728
"984","Other",3,2500,0.0299999999988358
"985","Redundancy filtering",4,2500,64.1399999999994
"986","Genetic regularization",4,2500,318.860000000001
"987","Residual regularization",4,2500,328.890000000003
"988","Factor model",4,2500,13.1299999999974
"989","Factor scores",4,2500,37.3100000000013
"990","Subset selection",4,2500,0.0299999999988358
"991","gfBLUP genomic prediction",4,2500,0.190000000002328
"992","Other",4,2500,0.0499999999992724
"993","Redundancy filtering",5,2500,63.9599999999991
"994","Genetic regularization",5,2500,307.25
"995","Residual regularization",5,2500,327.77
"996","Factor model",5,2500,13.4399999999987
"997","Factor scores",5,2500,38.5400000000009
"998","Subset selection",5,2500,0.0400000000008731
"999","gfBLUP genomic prediction",5,2500,0.180000000000291
"1000","Other",5,2500,0.0400000000008731
